what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui",1368387523193
os,sysinfo,,,"linux",1368387523198
arch,sysinfo,,,"x86_64",1368387523199
ws,sysinfo,,,"gtk",1368387523199
locale,sysinfo,,,"en_US",1368387523199
processors,sysinfo,,,"4",1368387523199
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1368387523199
java.runtime.version,sysinfo,,,"1.7.0_15-b20",1368387523199
java.specification.name,sysinfo,,,"Java Platform API Specification",1368387523199
java.specification.vendor,sysinfo,,,"Oracle Corporation",1368387523199
java.specification.version,sysinfo,,,"1.7",1368387523199
java.vendor,sysinfo,,,"Oracle Corporation",1368387523199
java.version,sysinfo,,,"1.7.0_15",1368387523199
java.vm.info,sysinfo,,,"mixed mode",1368387523199
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1368387523199
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368387523199
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1368387523199
java.vm.specification.version,sysinfo,,,"1.7",1368387523199
java.vm.vendor,sysinfo,,,"Oracle Corporation",1368387523199
java.vm.version,sysinfo,,,"23.7-b01",1368387523199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368387523205
started,bundle,org.eclipse.jem.workbench,2.0.301.v201104271300,"org.eclipse.jem.workbench",1368387524003
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1368387524315
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1368387525312
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1368387534629
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1368387535016
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1368387535198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368391581083
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1368391583606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368391597986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368392055279
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.203.v201109140236,"org.eclipse.wst.ws.service.policy.ui",1368392057420
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1368392057430
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1368392057542
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1368392057545
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1368392057834
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368392059855
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1368392068050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368392068080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368392071518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368393558097
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368393560871
