what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165549837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1369165561818
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165563100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165583377
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1369165586742
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1369165602739
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1369165602893
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1369165602982
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1369165604139
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1369165604234
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1369165604703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165632427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165677275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165694104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1369165695947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369165703661
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369165706291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369165729967
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1369165731938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1369165737111
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758621
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758622
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758649
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758666
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758680
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758695
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758711
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758727
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758742
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758755
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758770
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758784
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758798
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758824
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758839
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758855
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758870
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758885
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758900
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758916
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758931
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758946
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758962
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758977
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165758996
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759010
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759024
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759039
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759054
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759069
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759084
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759099
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759114
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759130
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759146
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759161
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759176
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759191
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759206
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759221
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759237
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165759252
error,log,,,"TableRowRule.onResizeEnd() failed: java.lang.NullPointerException",1369165759422
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761478
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761514
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761515
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761538
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761557
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761569
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761584
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761597
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761610
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761622
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761636
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761651
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761667
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761682
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761698
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761713
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761728
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761743
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761759
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761775
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761789
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761804
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761820
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761835
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761850
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1369165761865
